id,churn,treatment,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21
3026,0,1,-.19479626,.67327106,-.76970857,.049482733,-.71830171,-.082121,1.7424411,-.23634484,-.2048011,-.038884528,-.23791964,-.32203621,-.48173311,1,0,0,0,0
3027,1,1,-.33404011,-1.4622824,-.23295298,-.11482113,-.80144531,2.0085399,-.62554413,-.089828834,-.38343722,1.0128775,-.68809795,-.77330452,-.31374925,0,0,0,0,0
3028,1,0,-.084012225,.22703476,2.5922196,-.26908216,.6569674,-.045981519,-.3169637,-.5997178,-.15412922,-.50801033,-.92274189,.12406486,-.47068962,0,0,0,0,0
3029,0,1,-.1116352,-1.2501574,-.62359101,-.12649906,-.49142545,1.0697601,-.13062868,-.4500955,-.4718456,-.65853781,-.44963101,-.4026323,-.53147572,1,0,0,0,0
3030,1,1,-.35263941,-.7941581,.0078515513,-.17423461,-.06293112,.5009926,-.032659505,-.32536057,-.20951429,1.9182702,1.0490922,-.83668464,-.19737552,0,0,0,0,0
3031,1,0,-.20178567,-.36542639,-.68656307,-.069121413,-.14157902,1.3271226,-.23790151,-.49171466,-.23026483,-1.1233025,-.17899413,-1.1968042,-.44913325,0,0,0,0,0
3032,0,0,.043249514,.9959408,-.14286059,-.32192633,-.084696084,-.33053812,2.2220728,-.5618543,-.023441723,.26339665,.025161626,.19814083,.94512469,0,0,0,0,0
3033,1,0,-.1333451,-1.3583696,.64382762,-.32666764,.27858058,-.48893824,-.04611804,-.50053746,-.49272573,.1285923,-.26507124,-1.0718195,-.58658582,0,0,0,0,0
3034,0,0,-.26435527,1.2614714,-.69927138,-.29736701,-.75428647,-.16751707,-.65519464,-.54331714,-.34385964,-1.3401942,-.21842583,-1.1943296,-.15782987,0,0,0,0,0
3035,0,1,-.33884433,-.041021358,-.10910253,-.28902334,.72729057,-.50513685,-.069269098,2.0497286,-.37082544,.37018466,.91692656,-.010159739,-.33983794,0,0,0,0,0
3036,1,1,-.2811408,-.78706932,2.0837181,.021388058,.054668613,-.76393986,3.7840066,-.053856742,-.064333282,.79371232,-.10734772,-.010833416,-.083938271,0,0,0,0,0
3037,0,1,-.34005931,.23971024,-.70507997,-.0020461904,-.1303118,-1.2832026,-.61644977,2.7109323,-.51323766,.76471192,1.1357601,.71710348,-.12073259,0,0,0,0,0
3038,1,0,-.42248473,-.14182843,-.04549681,-.22704062,.24176133,-.16346264,-.43994215,-.32345757,-.49655664,.037053466,1.61362,-.34549236,-.61746979,0,0,0,0,0
3039,1,1,-.45760533,-.74205416,4.6635151,-.26933932,.78764492,-.96840787,.186195,.0085697575,-.5025537,.38537663,-.11359818,-.59226418,-.082802556,0,0,0,0,1
3040,0,0,-.49951956,.86056995,-.3253758,.0163364,-.83577049,-.88366079,-.13780433,-.11585557,-.29354915,-.32867816,2.0722916,.88464195,-.49576995,0,0,0,0,0
3041,0,0,-.11907426,-1.0835085,-.11902075,-.24487701,2.0371349,-1.2316583,1.4747983,.34518996,-.42470992,.90693873,-.17673858,.98672807,-.26334506,0,0,0,0,0
3042,0,1,-.18028502,1.2036788,-.22067022,.0081847906,2.1625149,-1.1016099,.48907936,-.50611085,3.37568,.8703301,1.2477243,.73645014,-.030686434,0,0,0,0,0
3043,1,0,-.0197824,.043763027,3.6574299,-.1408304,1.1370711,3.0271828,-.60385156,-.52113032,-.23069729,1.1172414,-.022366147,-1.058748,-.54523915,0,0,0,0,0
3044,1,1,-.26676783,2.2836173,-.76158011,1.9399052,-.19564448,-.97985119,-.037154187,-.33147705,1.3259895,-1.2028332,-.6318261,.24318622,-.14067738,0,0,0,1,0
3045,0,0,-.21640597,.20519681,-.045522597,-.057991609,.82286251,-.2314271,2.4079092,-.10434693,-.11538761,.40411648,.21280977,-.21916184,.79225165,0,0,0,0,0
3046,1,0,-.46302903,-.56483424,.082183629,.016234607,.28289232,.62938905,-.50275153,-.39120859,-.22019076,.42738697,-.12300307,1.7949668,-.23788629,0,0,0,0,0
3047,0,1,-.083373457,-.20573059,-.72379059,-.25442499,-1.0718695,2.1919901,.0028551708,-.59084767,-.33183071,-.24526869,-.57337314,.031360187,-.52902174,0,0,1,0,0
3048,1,1,.22396706,-3.8095546,.18247572,-.1557821,-.78821552,.35535195,-.20109621,-.067751445,-.15338746,1.1742151,.12636936,.58861589,-.50707752,0,0,0,0,0
3049,0,0,.21184574,-.7670393,.14499277,.008149337,-.0093898736,-.11250503,-.68121117,-.28373864,-.31606179,-.10395972,2.1297903,.068826765,-.064843051,0,0,0,0,0
3050,0,1,.94684291,1.3351802,-.047278218,-.07122761,-1.0618374,1.1401913,-.18194409,-.13170956,-.4765785,-1.4611499,-.89104933,-.34773386,-.38071707,0,0,0,0,0
3051,1,1,1.2344712,-2.10431,-.056692932,-.12793703,-1.0115725,-.53955585,-.4114854,-.60405666,-.14929584,-.39129487,-1.3245887,-.65517622,-.12491783,0,0,0,0,0
3052,1,0,-.13160837,1.5589421,-.5886429,-.24906775,1.1934867,-1.111899,2.058965,4.1384139,1.5784374,1.1719786,1.2228602,.46035731,-.00095718668,1,0,0,0,0
3053,0,0,-.27655625,1.5457826,1.9317756,21.659666,3.1456339,-.073070861,5.4949517,.71678901,1.9595115,1.1872845,2.2656169,2.5657599,-.56531399,0,0,0,0,1
3054,1,1,-.55495471,-.32563645,-.84997499,-.12957987,-.60857278,2.2973821,-.089296058,.0031694975,-.3022756,-.083641201,-.94414723,-1.4099288,-.43251523,0,0,1,0,0
3055,1,0,-.1444338,-.24997254,-.64986748,-.14173728,-.19439267,-.63095641,-.03027156,-.53587973,1.2224207,-.14663087,-.10415326,1.1497929,-.40063125,0,0,1,0,0
3056,0,1,-.31759381,1.4212196,-.060751099,-.03567351,-.10354772,-.17674288,.67442614,1.8790059,-.25773445,2.2280192,1.8608526,-1.4922969,-.44186136,0,0,0,0,0
3057,1,0,-.044707958,-2.8429549,-.68410212,-.18989483,-.29053077,-1.09772,-.53087103,-.52819413,-.20261429,-1.088523,-.82990211,-1.4939885,-.019938121,0,0,0,1,0
3058,0,0,-.071904227,.020677099,-.56003988,-.16911615,-.18468191,-.85458821,.016769482,-.053517532,-.49696025,.17022136,-.01586692,-.46223828,-.59154439,0,1,0,0,1
3059,1,1,-.49074841,.48020706,-.40283492,-.09339378,-.18221417,.1836219,-.10636762,-.46950015,-.25115436,.041548565,-.71513528,-.55972916,-.57689732,0,0,0,0,0
3060,0,1,-.15621218,.46120673,-.77021122,-.24721758,.4013842,-1.0309489,-.27415264,-.5968166,-.082556956,-.15087876,-.1552301,1.5093579,-.002720346,0,0,1,0,0
3061,0,1,-.44049937,.61230963,-.83080715,.16465217,-.052445173,-.31593552,-.55502254,3.8277166,-.49333525,-.0050720349,.058271248,.067856029,-.50685972,0,0,0,1,0
3062,1,0,-.21801814,-.44335729,.0069380575,.022780996,-.51149869,1.1133757,-.11783803,-.34997916,-.19624317,.36698246,-1.0003196,-.10179438,-.61189216,0,0,0,0,0
3063,0,0,-.20855667,.59988075,-.4516046,-.33266041,-.49110264,-.11392494,.025992129,-.26688123,-.34525499,1.2649107,-1.2446764,.8425175,-.61775696,1,0,0,0,0
3064,1,1,-.37335527,-.5028699,-.20678832,-.12639233,.18458225,-1.2534566,1.302412,.3398239,-.029236829,1.3891574,1.0672957,-1.5205292,-.31189546,0,0,0,0,0
3065,1,1,.15321709,-.20979445,-.26016372,-.049047075,.31132582,.19478182,-.26453137,-.45484498,-.45939067,.34804058,2.1652081,-1.4982501,1.3862209,0,0,0,0,0
3066,0,0,-.34491816,.49692014,-.51410192,-.31480646,-.72343189,-.46943486,-.4132815,-.55060649,.81500691,-.85394526,-.098742642,1.0269668,1.2645448,0,0,0,0,1
3067,0,1,-.39640895,1.2426373,-.62121677,2.4928155,.29580322,-1.1607475,-.11400381,1.136097,.59129483,-1.5509698,-.17743735,.54257488,-.23834531,0,0,1,0,0
3068,1,0,-.16695532,-.74832195,-.54937375,-.3254084,-.46995994,-.44512907,-.10232822,-.47352475,-.29232621,-1.4595352,-.99513954,-1.4364088,-.51972765,1,0,0,0,0
3069,1,1,-.25361866,-.06470304,-.69854265,-.20709808,-.049091827,-.53471649,2.1024055,-.17972669,-.29775834,1.5259941,.56438845,-1.2236843,-.17984481,0,0,0,0,0
3070,0,1,-.4069061,1.6843371,-.18346709,-.24529779,-.52384949,-.449714,-.080192693,-.54277092,-.10037281,1.6602014,.12051466,-.37708738,-.21434695,0,0,0,0,0
3071,1,0,-.028533498,.24163111,-.73504692,-.23208356,-1.0479472,.1520092,-.40192875,.014014062,-.26398447,-.17972001,-.29747936,-.55612558,-.07492438,0,0,0,0,0
3072,0,0,.60821003,-2.1828163,-.068590127,-.042117387,-.68868744,-.27429959,-.29738855,-.25045303,-.36224854,-.26273078,.21905497,-.5589233,-.27547461,0,0,0,0,0
3073,1,0,.64228052,-.58449733,2.7540264,-.20063505,.91230756,.50939256,-.458639,-.27269238,-.15815389,-1.4682045,-.045795534,-.1813806,-.28182834,0,0,0,0,0
3074,0,0,-.56497765,1.2724712,-.45695859,-.1186334,-.13944685,-1.1760812,-.64398092,-.022603737,.10162385,-1.2671964,-.24922161,1.2179695,-.28222403,0,0,0,0,0
3075,0,1,-.11556041,-1.9283794,-.34424621,-.05725044,-.98974168,.31827769,-.69184041,-.077847704,-.2271699,-.47653738,-.51307428,-.4629859,-.47544727,0,0,0,0,0
3076,1,1,-.080706604,-.8501358,3.8059516,-.27344969,.79405481,-.39278355,1.7189822,-.069162413,-.28884402,.52860969,-.12645836,-1.0359827,-.32633388,0,0,0,0,0
3077,1,0,-.15215202,-.70108193,1.224875,-.20749748,-.079212606,3.2222311,-.30484942,-.46833256,-.097906388,.56217933,-.0056411321,-1.5016831,-.52571779,0,0,0,0,0
3078,1,1,-.042693432,-.14749441,.39223394,-.10507102,.74575609,-.066211998,1.4995588,-.6007145,-.43809283,.055394072,-.93582571,-.052830681,-.14260936,0,0,0,0,0
3079,0,0,-.11674666,.091408677,-.18056487,-.25870508,-.061349072,-.16620781,-.062406357,-.5796392,-.09050636,2.4432726,.12968063,.31060514,-.10945745,0,1,0,0,0
3080,0,1,-.46355176,.36143136,-.13249528,.90361404,.04338555,-.96397936,-.43935665,-.28916541,-.4524028,-.85373569,-.73144037,-.92862701,-.25925744,0,0,0,1,0
3081,1,0,-.23603308,.22896464,-.10343733,-.11328301,-.13487333,-.46920618,-.36694062,-.41755736,-.22443287,-.51207048,-1.748296,-.91519976,-.6020745,0,0,0,0,0
3082,0,1,-.021224963,.61600101,-.11353568,-.30679393,-.28784981,.50857651,-.16655253,-.51390707,-.07008639,-.91866344,-.66186118,-.53440732,-.49242011,0,0,0,0,0
3083,0,0,1.4334477,.30641925,-.22322609,-.30127707,-.063614443,-.010750853,-.2794264,-.13045044,-.42172581,-.031040998,-.016743263,-.29679939,-.55474973,0,0,0,1,0
3084,1,1,-.18519561,-.14435974,-.64405692,-.052487548,-.17048243,-1.1444274,1.7599982,.25598803,-.16357702,.21195947,3.1363647,-1.1408482,-.071324989,0,0,0,1,0
3085,0,0,-.45554331,-.28191596,-.56908059,-.33468312,-.33867881,-.84864187,-.45624909,-.36115903,-.16261302,.28228283,-.073538572,-1.2550321,-.31964421,0,0,0,0,0
3086,1,0,5.5200787,.16978414,-.60849738,-.073889732,.0027875914,-.16520607,-.039955195,-.12388059,-.46847066,.039104301,-.46316454,-.27200598,.3071349,0,0,0,0,0
3087,0,1,-.19496253,.2610271,-.11218304,-.098491542,.19467595,-1.0690168,-.40722853,-.40085998,-.28623822,.03636045,-.44658116,.013420371,-.29753271,0,0,0,0,1
3088,1,1,.65162528,-1.3114336,1.2112603,-.025163261,1.3869706,-.35035428,-.44135964,-.48853928,-.20386894,.37816238,.54496688,1.5098553,-.051532317,0,0,0,0,0
3089,0,1,-.19000807,-.11295769,-.61380446,-.043236535,-.18593487,-.39226475,-.27884972,3.5328748,-.12347034,-1.5222396,2.4829628,-1.2869155,-.42608663,0,0,0,0,0
3090,1,1,-.3148365,-1.3493216,.074735761,-.12058995,1.7363563,.021041824,-.20378865,-.30812803,-.44709763,.91693729,.55206203,-.35771853,-.40676934,0,0,0,0,0
3091,1,0,-.17753892,-1.8795042,-.7482478,-.3368375,-.92516583,1.3794351,-.27786955,-.53505313,-.33062163,-.21983126,-1.6587048,-1.2608021,-.068516798,1,0,0,0,0
3092,0,0,-.18497252,.54193175,-.19552231,-.29007486,-.087203965,-.19191547,-.44221705,-.27933231,-.19618388,-.012805355,1.44735,-.72143859,-.25902316,0,1,0,0,0
3093,1,0,-.38402089,-.41129982,.13996013,-.32756981,-.13333249,2.1494021,-.68504405,-.24585286,-.27377078,-1.2420402,.19741076,.49144584,-.34714708,0,0,0,0,1
3094,0,1,-.021663258,.22796586,-.7719686,-.14599629,-.37385184,-.20530564,-.52516782,-.046795957,1.2064275,.31406391,1.024084,1.1678956,-.31509575,1,0,0,0,0
3095,1,1,-.065897703,.22040361,.60337758,-.086004451,.59545308,.31454954,-.55872446,-.054164644,-.27752715,1.8657509,-.70269972,-.053323299,-.54982507,0,0,0,0,0
3096,0,0,-.1073509,1.3612193,.14571558,1.1940216,.090517342,-.58668101,1.6962013,-.050476689,.25911352,.41194525,-.99355465,-.015353296,-.5066008,0,0,0,0,0
3097,1,0,.11582614,-1.3815446,-.45327368,-.011982694,-1.3442246,-.19388413,-.5389021,-.091727659,-.50878155,-.62514216,-.48713717,-.60972869,-.22571863,0,0,0,0,1
3098,0,0,-.23411193,2.2296691,-.094994053,-.26275328,-.22025618,-1.2698337,-.39932916,.99667013,-.10192208,.061971009,1.1089925,-.079734929,-.61674136,0,0,0,0,1
3099,0,1,-.32881805,1.8084544,-.095192432,.58894402,-.51641196,-.31890109,-.13003129,-.14620976,-.028768513,-1.0559636,-1.4642779,.026378568,4.3588724,0,0,0,0,0
3100,1,1,1.9437016,-.58313048,4.3971162,-.097821563,1.0873942,-.037240926,.010024983,-.54889077,-.13714041,-1.061215,.018025063,.41830325,-.29142573,0,0,0,0,0
3101,0,0,-.30381826,.69720942,-.32447189,-.090344459,.24515374,-.042990223,-.055380665,.015162091,-.4714191,.55273128,-1.57577,3.0788283,-.47979257,0,0,0,0,0
3102,0,1,-.1231612,.058264267,-.23353875,-.05653647,-.42625314,-.67745984,-.080855638,.52619135,-.06831719,-1.5175915,-.31274313,-1.2343643,-.43258175,0,0,1,0,0
3103,1,0,-.43314439,-.84113783,-.29963067,-.076691113,-.49308902,.17125094,-.048341382,-.1940859,-.27422306,-1.028578,-.76286316,-.76867157,.46749714,0,0,0,0,0
3104,1,1,5.5861578,-.70979774,-.47237021,-.01728254,-.19546977,-.73776674,-.54961193,-.067473285,-.15365538,-1.4906114,-1.3437459,-.50254714,-.11437707,0,0,0,0,0
3105,1,0,-.43508098,-.79343486,-.41698435,-.02948215,-.47319677,2.0754638,-.01504025,-.6028344,-.42202812,-.18251948,-.17236081,-1.3239626,-.54797596,0,0,0,0,0
3106,0,0,-.068268888,.51243204,-.2746605,-.044027183,-.17991635,-1.1494746,-.59214759,-.50191814,-.27248362,1.0646869,-.94329178,-.064010896,-.030507332,0,0,1,0,0
3107,1,1,-.19330719,-.16960105,-.51413441,-.067053989,-.21811917,.13971832,-.30622119,-.3166723,-.22545272,-.39911303,.037253242,-.000092999428,.01400025,0,0,0,0,0
3108,0,1,-.29922023,.083282068,.5098384,-.21453974,3.1419549,-1.3245659,1.6672832,-.019477108,-.2420927,.70470005,-.11854048,-1.2551086,-.37491354,0,0,0,0,0
3109,1,1,-.2076959,-.065447681,-.23093338,-.11888047,-.061891712,-.15802948,.83100921,.39122456,-.44778785,.041502293,2.6356211,-1.6000192,-.36319968,0,0,0,0,1
3110,0,0,-.29159281,.33085069,-.73908913,-.11730028,-.3077316,-.0073422124,-.45449594,-.5473063,-.12439124,-1.2369146,-.17660719,-.5284183,-.60427135,0,0,1,0,0
3111,0,1,-.10904337,1.6107171,-.187464,-.25931635,1.0391214,-1.1771921,2.0133867,1.6393309,-.20938455,1.7624177,2.7151852,-1.5612926,-.20637235,0,0,0,0,1
3112,1,0,.59361792,.076537341,-.67163891,-.19708452,-.66596234,-.038652696,-.49515212,-.17624041,.0091957087,-1.6189928,.011051843,.091968194,-.24349503,0,0,0,0,0
3113,1,0,-.14326905,-1.1082155,-.48178837,-.29235333,-.4947547,2.8595779,-.014104125,-.17529655,-.1296847,-1.448548,-1.1484122,2.9552834,-.034902997,0,0,0,0,0
3114,0,1,-.13681474,.43375269,-.44922164,-.2581313,-.04297556,-.55135119,-.38643458,-.5877617,-.12257333,-1.0891955,-1.3678927,.41976312,-.24675454,1,0,0,0,1
3115,1,1,-.17534298,-.7016353,-.14683853,-.11322349,-.14290644,2.2024596,-.28992486,-.13462983,-.48991618,.4372884,-.028822171,-.70555037,-.21970662,0,0,0,0,1
3116,0,0,-.42412543,.95446777,-.67026919,-.25204003,-.13503379,2.0282428,-.045229651,-.011343276,-.04508454,-.55180418,-.58195353,-.40418419,-.57124925,0,0,1,0,0
3117,0,0,-.29119581,.91076905,-.64970201,-.094956927,-.32468694,-.047301725,-.60710979,-.49862713,-.49024165,-.62331045,-.2664229,-.56612509,-.60638559,1,0,0,0,0
3118,1,1,1.3428071,-3.7046931,-.48249158,-.24100685,-.21920182,1.8421906,-.05703146,-.59659362,-.0091162585,-1.1412528,-.44875658,-.96356887,1.693323,0,0,0,0,0
3119,0,1,-.19598922,.60186237,-.67170203,-.1168183,-.25486332,-.90291291,-.33602762,-.5821439,3.2622576,-.46300101,-.29082495,.54430252,-.1326098,0,0,0,0,0
3120,1,0,-.46863005,-.68429571,-.71439725,-.22179689,-.72175783,-.40171036,-.55717397,-.5179702,.17172343,-.88546658,-1.0881623,1.1640811,-.29435116,0,0,0,0,0
3121,0,0,-.28582096,-.31995678,-.68792218,-.11659944,-.61862373,-.23174748,-.51067454,-.12820876,-.50259262,-1.0629326,-1.4692435,1.8704944,-.19781543,1,0,0,0,0
3122,0,1,-.040511802,-.47372958,-.21210332,.02344666,-1.0337275,2.415431,-.0092218248,-.42837974,-.4055672,-1.6334318,-.1737235,-1.1318829,-.22589676,1,0,0,0,0
3123,1,0,.36761773,-.88748467,1.3181964,-.11425021,1.4571769,.72787535,-.40788144,-.45393667,-.37166244,-1.366972,-.57069635,.047478095,-.083860055,0,0,0,0,0
3124,1,1,2.3607423,.48584798,-.74961025,-.12683494,-.086970709,-.78541309,-.58345115,-.29860139,-.47598368,-1.2119491,.37908164,-.8815152,3.5193737,0,0,0,0,0
3125,1,0,-.021796735,-.29329482,-.1028592,-.16955215,-.86323404,-.44547722,-.37151244,-.22860874,-.26358855,-.61903262,-1.5348037,.33102888,-.55690503,0,0,0,0,0
3126,1,1,-.41969737,-.30836335,3.3506179,-.004964435,.10227413,1.1817713,-.28622153,-.075809315,-.23934703,.074387759,2.0967674,-.2721974,-.59034759,0,0,0,0,0
3127,0,0,-.41042116,.85319769,.23831315,-.29375038,-.051201589,.071665131,-.43169242,-.31736034,-.20042332,-.43098456,-.35625643,-.74059826,-.20117198,0,0,0,0,0
3128,0,1,-.12779118,1.8355144,-.23989475,1.5138196,-.0087574488,-.32373241,-.33759511,-.47654647,-.22458655,.16110554,-.078220911,1.0661795,-.32975024,1,0,0,0,0
3129,1,0,.42327687,-.32316518,.37132356,-.18367045,.26394072,-.11356695,-.5707742,-.21251889,-.24672277,2.975493,.57468367,-.47292912,-.00170325,0,0,0,0,0
3130,0,1,-.22410233,1.2746248,-.40098831,.51406401,-.34408078,-1.2689106,-.53125048,-.26015761,-.42505878,.47119439,.86209434,.48428023,-.079918332,0,0,0,0,0
3131,1,1,-.40017459,-2.6271536,-.14433725,-.2718235,-.16160569,-.97766113,-.38937443,-.61398542,-.36997238,1.1574425,.49183106,-1.0281179,-.55271733,0,0,0,0,0
3132,0,0,-.28834298,.58718801,-.090684474,-.09887889,-.21404651,-.03897937,-.34263659,-.32241654,-.44473436,1.053108,-1.4774921,.0144615,-.49919313,1,0,0,0,0
3133,1,1,-.4417935,.66024929,-.46361536,-.079286166,-.15167314,-.93605435,-.0032208906,-.28865209,-.20506907,-.57565087,-.33659819,-1.2090405,-.43786362,0,0,0,0,0
3134,0,1,.16153251,-.24943362,-.56560153,-.041806288,-.35000968,1.2238263,-.31352726,-.11686286,-.23682784,.24054468,-.090987764,.0016839249,-.17862163,0,0,0,0,0
3135,0,0,-.20291092,.18566941,-.39536145,-.081924252,-1.0052961,-.052669276,-.57421988,-.12507774,-.20734051,-.10064403,-.3176944,-.30588835,-.32242975,0,0,1,0,0
3136,1,0,-.124169,-.54650104,4.6498942,-.20306726,.59072119,.69497806,-.26431951,-.37063399,-.45964262,1.9047341,.16895373,-1.4380678,-.55266207,0,0,0,0,0
3137,0,0,-.38281706,.63568735,.35057306,-.09590514,-.095434248,-.20322256,-.65253723,-.061466746,-.38145024,.31281373,.031948902,-1.0228026,-.27336788,0,0,0,0,0
3138,1,1,.66319406,.052253406,-.063364193,.0051504765,-.12111938,-.47638378,1.7617512,-.13644996,-.46890336,.69161749,-.046553001,-.41021851,-.53986984,0,0,0,0,0
3139,0,1,-.41382897,1.2288508,-.11530357,-.23498707,-.44482586,-.36626363,-.045986529,.90995681,-.30227792,-1.0254341,.60247302,-.77137339,-.15499549,0,0,0,0,1
3140,1,0,-.062905654,-.92336613,-.37817001,-.13150492,-.44752362,1.5128049,-.601376,-.49521658,-.50222832,-.73479098,-1.8457572,-1.6433837,4.3128743,0,0,0,0,0
3141,1,0,-.20538534,-1.0888199,-.4656125,-.021126095,-.64749348,-.76940948,-.25348186,-.063692257,-.12665018,-1.4759929,-.80429691,.21132375,-.39626059,0,0,0,0,0
3142,1,1,-.31391719,-.84367085,-.43962499,-.33095163,-.17595731,1.5971252,-.5746277,-.56862909,-.36908299,.7626338,.084837116,-.61169016,-.34591204,1,0,0,0,1
3143,0,0,-.17783134,.61747587,-.054239444,-.29096824,-.51109904,-1.3118517,-.15277858,1.5385438,-.04996267,-.2185531,.96231419,.81791943,-.11385991,0,0,0,0,0
3144,0,1,-.4460423,.72245073,-.22922382,-.23916554,.2441913,-.11394187,.23452102,-.43363532,1.4694973,1.5987523,.78623366,.11773897,-.44102985,0,0,0,0,1
3145,1,1,.78692436,-.71438426,-.44249177,-.21017741,-.15816827,2.6951189,-.58395541,-.20079535,-.15307315,-.87829977,-.6045084,-1.5319523,1.6481994,0,0,0,0,0
3146,0,1,-.36550078,.49238637,-.25328457,2.5457022,-.42575496,-.28276435,-.14278419,-.22401047,-.51241541,-1.1407884,.043265846,-.89843267,-.46125308,0,0,0,0,0
3147,1,0,-.30762601,-.61571968,-.19376187,-.23800889,.22110611,2.4679263,-.36024693,-.2829524,-.07000044,.27645361,-.24019819,1.3357522,-.12940571,0,0,0,0,0
3148,0,0,-.17715397,.14944342,-.29963312,-.049483884,.3039065,-.81740248,-.50930953,-.16440308,-.22305334,-.69692343,-.38475764,.75247717,2.6346653,0,0,0,0,0
3149,1,0,1.5850259,-.43928534,-.47096407,-.2756376,-.20945206,-.66899908,-.16670477,-.18187748,-.51475143,-.17947716,-.11390543,-.15000926,-.6019479,0,0,0,0,0
3150,0,1,-.14601348,.41499457,-.18521482,-.2554892,.75151038,-.16586559,-.41832754,.066660978,4.6799536,.22329682,.52348083,1.8011125,-.16519846,1,0,0,0,0
3151,0,0,-.39480647,.55593693,-.17385402,-.15701924,.25931734,-.40345922,.24884129,-.2338151,1.7313228,.37787288,.16274013,4.5701146,-.017445298,0,0,0,0,0
3152,1,1,-.070134744,-.92302942,-.68019444,-.090513401,-.39251673,.80138379,-.054997776,-.22134665,-.39286947,-.91681206,-1.0511377,-1.6127437,-.081511371,0,0,0,0,0
3153,0,1,-.35534269,.19642596,-.19141436,-.18629432,-.1432869,-.19513451,-.67649108,-.47420835,-.14438428,-.30730602,.75574118,.42620969,-.39055514,0,0,1,0,0
3154,1,1,-.44601268,-.80297774,.37481499,-.25395501,-.19466463,-.44140112,-.30521992,-.60138065,-.44431913,.14490317,1.0977931,-.05365197,-.47182128,0,0,0,0,1
3155,0,0,-.26106936,.67309666,-.16203189,-.025152646,-.14324528,-1.2447797,-.011315728,-.22966616,.66665429,-.48540017,-1.683412,.46532461,-.38603914,0,0,0,0,0
3156,1,0,-.51251054,-1.8382438,4.395155,-.18287155,.68176073,2.3297477,-.21146658,-.070616938,-.44892898,1.2154329,.27773413,-.060080767,-.18732454,0,0,0,0,1
3157,0,0,-.4465943,.64884716,-.53024495,-.20131539,1.8174678,-.65835112,-.17232293,-.24338017,4.2189436,.37127924,1.8880299,1.5920787,-.2152243,0,0,0,1,0
3158,1,1,-.22272262,1.760572,-.23060995,-.1618901,-.049931318,-.47913384,.49431288,-.22321017,-.40950131,-.397295,.31138191,.75320715,-.36378422,0,0,0,0,0
3159,0,1,-.24744819,-.49269828,-.6859777,-.30481091,-.23190813,.28177676,-.39919034,-.28894046,-.43172139,-.098385602,-.0053964267,.83264297,-.48562676,1,0,0,0,0
3160,1,0,.087517217,-.14777221,-.079134434,-.1506862,-.66434646,.74014425,-.064048767,-.046967428,-.29041919,-1.0899509,-.41311428,-.098261572,.079565488,0,0,0,0,0
3161,1,0,-.32410011,-.89391559,-.17109481,.020350143,-.41487348,-.063235112,-.14644064,-.10695479,-.15196501,-.045610446,-.42941907,.0248216,-.22899276,0,1,0,0,0
3162,0,1,-.30540556,.33480632,-.50470495,-.040966537,-.41198292,-.13757889,-.10844622,-.17152186,2.4062326,-.49652347,.58612192,.17061421,-.53646803,0,0,0,0,0
3163,0,0,-.27385551,-1.3710423,-.49319875,-.012046909,-.83232439,-.55095553,-.61983484,-.61220497,-.41881961,-.38859755,.0017805414,-.80125982,-.49355328,0,0,1,0,0
3164,1,1,-.57033294,-.67003995,-.6297912,-.28890732,-.5267331,-.87190026,.017832626,-.33297029,-.42550376,-.27911982,.019790983,-1.1487437,-.055624247,0,0,0,0,0
3165,0,0,-.41014713,.68939173,-.42010617,1.6293416,.69365257,-.10099318,1.1896515,2.6026599,-.17030211,1.2407713,.36443025,-1.5446973,-.37935796,0,0,0,0,0
3166,0,1,.34367335,.1006676,-.63546175,-.21601462,-.40379164,-.21201509,-.60916042,-.23305912,-.31276789,1.7618726,.26883143,.018086683,1.4902997,0,0,0,0,0
3167,1,1,-.34393531,-.058801472,-.12129609,-.10869444,-.52090824,-.82349306,-.038685888,-.44190374,-.29709148,-1.0329756,.46212503,-.018369684,-.37829837,0,0,0,0,0
3168,1,0,.46322772,-.71709508,-.65143472,.018681282,-.4568021,.5526464,-.20745763,-.54481363,-.065499812,-.1804498,-1.643698,-.42202324,-.33039111,0,0,0,0,0
3169,0,0,-.059568603,.15226343,-.68263376,1.4022596,-.3550927,-1.3190609,-.017945899,.12453024,-.25882086,-.39468768,.85250771,-.23685752,-.041287094,1,0,0,0,0
3170,1,1,-.37730333,-2.0354056,-.63668102,-.2935802,.96551025,.18927895,-.66064626,-.41736582,-.035968501,.34647271,1.1949458,.48282823,-.3135393,0,0,0,0,0
3171,1,0,-.29879922,-1.2299777,2.3009131,-.14393504,1.4933569,-.74074483,6.677846,-.17230147,-.14174092,2.5154037,.85982263,.024517154,-.11860199,0,0,0,0,0
3172,0,1,-.079218417,-.060536053,-.053690311,.01884092,-.60903257,-.62187761,-.24805532,-.53829801,-.35433468,-1.2122278,-.4964664,-1.6011416,.0089972178,1,0,0,0,0
3173,1,1,-.15679927,-.23444934,-.67831802,-.031280119,-.55623662,2.0989428,-.45621276,-.54459006,-.36386278,-1.5047164,-.016838936,-.77585614,-.4600904,0,0,0,0,1
